,STEERING,ACCELERATION,BRAKE,SPEED,DISTANCE_FROM_CENTER,ANGLE,EDGE1,EDGE2,EDGE3,EDGE4,EDGE5,EDGE6,EDGE7,EDGE8,EDGE9,EDGE10,EDGE11,EDGE12,EDGE13,EDGE14,EDGE15,EDGE16,EDGE17,EDGE18,EDGE19
699,-0.0045975577,0.1812200689,0,22.1248333333,0.036266,0.5345776443,5.30077,5.50151,6.15395,7.56702,10.7757,15.9062,21.2195,32.2314,68.08,200,59.0946,31.1738,21.281,16.2483,11.2181,7.98609,6.5462,5.88606,5.69971
700,0.0155870807,0.1812200689,0,22.1248333333,0.0354004,0.5467570081,5.30554,5.50678,6.16025,7.57546,10.7894,15.93,21.2561,32.3016,68.3272,200,58.916,31.1122,21.2469,16.2255,11.2047,7.97776,6.53994,5.88082,5.69496
701,0.0001923999,0.1816153142,0,22.1247222222,0.0346902,0.5405788042,5.30944,5.51067,6.16439,7.5802,10.7953,15.9369,21.2628,32.3044,68.283,200,58.941,31.1088,21.2406,16.2191,11.1991,7.97313,6.53585,5.87695,5.69105
702,-0.0041073373,0.1814176198,0,22.1247777778,0.0340243,0.5253323973,5.31309,5.51406,6.16768,7.58338,10.7977,15.9359,21.2556,32.2752,68.0977,200,59.0651,31.1333,21.2473,16.2202,11.1969,7.97008,6.53263,5.87357,5.68737
703,-0.0039844513,0.1813188264,0,22.1248055556,0.0333585,0.5220957587,5.31675,5.51778,6.17172,7.58817,10.804,15.9443,21.2656,32.2865,68.0955,200,59.0615,31.1228,21.2379,16.2122,11.1908,7.96539,6.52863,5.86987,5.68371
704,-0.0038388617,0.1813188264,0,22.1248055556,0.0326926,0.5277680409,5.32042,5.52173,6.17633,7.59416,10.8134,15.9598,21.2884,32.3279,68.2286,200,58.9631,31.0861,21.2166,16.1974,11.1817,7.95949,6.52406,5.86594,5.68005
705,-0.0037106489,0.1813188264,0,22.1248055556,0.0320268,0.5373937318,5.32409,5.52579,6.1812,7.60069,10.824,15.9784,21.3169,32.3828,68.4226,200,58.823,31.038,21.1902,16.1797,11.1713,7.95304,6.51924,5.86191,5.6764
706,0.0142619775,0.1813188264,0,22.1248055556,0.0311834,0.5486277153,5.32874,5.5309,6.1873,7.60883,10.8372,16.0012,21.3517,32.4492,68.6547,200,58.6563,30.98,21.1579,16.158,11.1585,7.94501,6.51319,5.85682,5.67177
707,-0.0011248041,0.1816153142,0,22.1247222222,0.0304954,0.5426557762,5.33251,5.53467,6.19131,7.61342,10.8429,16.0078,21.3582,32.4519,68.6115,200,58.6801,30.9767,21.1517,16.1518,11.153,7.94052,6.50922,5.85307,5.66798
708,-0.0031877621,0.1814176198,0,22.1247777778,0.0298295,0.529870223,5.33617,5.53813,6.19475,7.61692,10.8461,16.0087,21.3544,32.4307,68.4627,200,58.7774,30.9938,21.155,16.1509,11.15,7.93713,6.50584,5.84962,5.6643
709,-0.0030480969,0.1814176198,0,22.1247777778,0.0291637,0.5278929457,5.33983,5.54188,6.19888,7.62188,10.8528,16.0181,21.3662,32.4463,68.4794,200,58.7603,30.9795,21.144,16.142,11.1434,7.93227,6.50176,5.84589,5.66064
710,-0.0028957685,0.1813188264,0,22.1248055556,0.0284979,0.5325121314,5.34349,5.5458,6.20342,7.62773,10.8618,16.0327,21.3875,32.4842,68.5971,200,58.6734,30.9461,21.1242,16.1281,11.1347,7.92651,6.49726,5.84199,5.65698
711,-0.0027307365,0.1813188264,0,22.1248055556,0.027832,0.5399714689,5.34716,5.5498,6.20815,7.63397,10.8718,16.0496,21.413,32.5319,68.7587,200,58.5567,30.9044,21.1006,16.112,11.1251,7.92037,6.49257,5.83801,5.65333
712,0.0107907315,0.1814176198,0,22.1247777778,0.027033,0.5484741626,5.35156,5.55459,6.2138,7.6414,10.8836,16.0696,21.4429,32.5876,68.9464,200,58.4218,30.8558,21.073,16.0931,11.1136,7.91306,6.48698,5.83325,5.64894
713,-0.0001394485,0.1816153142,0,22.1247222222,0.026345,0.5438652901,5.35534,5.5584,6.2179,7.64618,10.8897,16.0773,21.4514,32.5949,68.924,200,58.431,30.8484,21.0649,16.0858,11.1077,7.90838,6.48293,5.82946,5.64515
714,-0.0021958453,0.1815164491,0,22.12475,0.0256792,0.5334196966,5.359,5.56192,6.22148,7.64999,10.8937,16.08,21.4509,32.5816,68.8101,200,58.503,30.8586,21.0651,16.0832,11.1039,7.90466,6.47939,5.82596,5.64148
715,-0.0020195385,0.1814176198,0,22.1247777778,0.0250133,0.5307863825,5.36266,5.56565,6.22556,7.65486,10.9002,16.0889,21.4617,32.5948,68.8166,200,58.4928,30.8462,21.0549,16.0747,11.0976,7.89989,6.47535,5.82224,5.63781
716,-0.0018606085,0.1814176198,0,22.1247777778,0.0243475,0.5332804678,5.36632,5.56952,6.22997,7.66043,10.9085,16.1018,21.48,32.6256,68.902,200,58.4286,30.819,21.0379,16.0624,11.0895,7.89442,6.47099,5.8184,5.63416
717,-0.0016789749,0.1814176198,0,22.1247777778,0.0236816,0.5378950699,5.36999,5.57344,6.23452,7.66628,10.9175,16.1165,21.5014,32.6637,69.0202,200,58.3421,30.7856,21.0181,16.0485,11.0808,7.88866,6.46649,5.81449,5.6305
718,-0.0015147181,0.1814176198,0,22.1247777778,0.0230158,0.5431995132,5.37365,5.57739,6.23911,7.67223,10.9267,16.1317,21.5238,32.7041,69.1493,200,58.2485,30.7503,20.9975,16.0341,11.0719,7.88282,6.46194,5.81057,5.62684
719,-0.0013377981,0.1814176198,0,22.1247777778,0.02235,0.5485194263,5.37732,5.58133,6.24371,7.67819,10.936,16.147,21.5462,32.7446,69.2789,200,58.155,30.7149,20.9768,16.0197,11.0629,7.87697,6.4574,5.80665,5.62318
720,0.0211314731,0.1815164491,0,22.12475,0.0214622,0.5535356718,5.38221,5.58654,6.2497,7.68585,10.9476,16.1656,21.5731,32.7916,69.4199,200,58.0521,30.6738,20.952,16.0021,11.0517,7.86945,6.45147,5.80148,5.6183
721,-0.0008753521,0.1821101786,0,22.1245833333,0.0207963,0.536006028,5.38586,5.58986,6.25282,7.68868,10.9491,16.1626,21.5622,32.7537,69.1949,200,58.1974,30.7043,20.9614,16.0047,11.0502,7.86668,6.44838,5.79815,5.61463
722,-0.0006995541,0.1818131522,0,22.1246666667,0.0201305,0.5120982181,5.3895,5.59301,6.25554,7.69064,10.9485,16.1545,21.542,32.6942,68.8738,200,58.4109,30.7532,20.9792,16.0121,11.0508,7.86477,6.4457,5.795,5.61094
723,-0.0005110929,0.1815164491,0,22.12475,0.0194647,0.5021957886,5.39315,5.59655,6.25915,7.69451,10.9526,16.1576,21.5422,32.6826,68.7692,200,58.4776,30.7618,20.9786,16.009,11.0468,7.86098,6.44212,5.79147,5.60727
724,-0.0003099281,0.1815164491,0,22.12475,0.0187988,0.4986228237,5.39681,5.60025,6.26317,7.69925,10.9588,16.1658,21.5517,32.6926,68.7614,200,58.4772,30.7521,20.9696,16.0012,11.0408,7.85632,6.43814,5.78778,5.60361
725,-0.0001261401,0.1815164491,0,22.12475,0.018133,0.4976871837,5.40047,5.60402,6.26736,7.70435,10.9659,16.176,21.5649,32.7116,68.7938,200,58.4489,30.7347,20.9571,15.9915,11.0339,7.85131,6.43399,5.78402,5.59994
726,7.03111040014082E-05,0.1815164491,0,22.12475,0.0174672,0.4976465037,5.40413,5.60782,6.27161,7.70956,10.9734,16.1869,21.5795,32.7336,68.8398,200,58.4111,30.7147,20.9435,15.9811,11.0267,7.84618,6.42978,5.78024,5.59628
727,0.0002794659,0.1815164491,0,22.12475,0.0168013,0.4976774434,5.4078,5.61162,6.27586,7.71479,10.9808,16.1979,21.5942,32.7559,68.887,200,58.3726,30.6945,20.9297,15.9706,11.0194,7.84105,6.42558,5.77646,5.59262
728,0.0004712439,0.1816153142,0,22.1247222222,0.0161355,0.4973732028,5.41146,5.61542,6.28009,7.71998,10.9881,16.2086,21.6083,32.777,68.929,200,58.3376,30.6753,20.9164,15.9603,11.0123,7.83595,6.42139,5.77269,5.58896
729,0.0006857255,0.1815164491,0,22.12475,0.0154696,0.4965510084,5.41512,5.61919,6.28429,7.72509,10.9953,16.219,21.6218,32.7964,68.963,200,58.308,30.6576,20.9038,15.9505,11.0054,7.83093,6.41723,5.76892,5.58529
730,0.0008828303,0.1816153142,0,22.1247222222,0.0148038,0.4951186139,5.41878,5.62296,6.28844,7.73011,11.0022,16.2288,21.6343,32.8137,68.9878,200,58.2849,30.6416,20.892,15.9411,10.9986,7.82599,6.41311,5.76518,5.58163
731,0.0010925983,0.1816153142,0,22.1247222222,0.014138,0.4930341934,5.42244,5.6267,6.29256,7.73505,11.009,16.2381,21.6459,32.8287,69.0026,200,58.2687,30.6275,20.881,15.9322,10.9921,7.82113,6.40904,5.76145,5.57797
732,0.0013150699,0.1816153142,0,22.1247222222,0.0134721,0.4902799853,5.4261,5.63042,6.29663,7.7399,11.0155,16.2468,21.6565,32.8415,69.0071,200,58.2596,30.6153,20.8709,15.9238,10.9858,7.81637,6.405,5.75774,5.5743
733,0.0015201647,0.1816153142,0,22.1247222222,0.0128063,0.4868256227,5.42976,5.63413,6.30066,7.74465,11.0217,16.255,21.666,32.8518,69.0009,200,58.2579,30.6052,20.8617,15.9159,10.9797,7.81169,6.40101,5.75405,5.57064
734,0.0017479631,0.1816153142,0,22.1247222222,0.0121404,0.4826659492,5.43342,5.63782,6.30464,7.7493,11.0278,16.2627,21.6746,32.8598,68.984,200,58.2636,30.5971,20.8535,15.9085,10.9738,7.80711,6.39707,5.75037,5.56697
