,STEERING,ACCELERATION,SPEED,DISTANCE_FROM_CENTER,ANGLE,EDGE1,EDGE2,EDGE3,EDGE4,EDGE5,EDGE6,EDGE7,EDGE8,EDGE9,EDGE10,EDGE11,EDGE12,EDGE13,EDGE14,EDGE15,EDGE16,EDGE17,EDGE18,EDGE19
4156,-0.0012128185,0.1619058538,23.5228333333,-0.0249026,-0.2143246036,5.637,5.83001,6.49502,7.94222,11.2014,16.3138,21.4798,31.7661,58.3119,150.832,73.6578,31.5756,21.0147,15.8434,10.7961,7.61301,6.20615,5.55783,5.36307
4157,0.0024428383,0.1619058538,23.5228333333,-0.0246344,-0.2097621406,5.63553,5.82861,6.49362,7.94077,11.2,16.3131,21.4805,31.7647,58.2369,150.507,73.9357,31.5769,21.0141,15.8443,10.7976,7.61449,6.20757,5.55924,5.36455
4158,-0.0003240292,0.1619058538,23.5228333333,-0.0243359,-0.2095776482,5.63389,5.82692,6.49174,7.93848,11.1968,16.3085,21.4745,31.7476,58.1189,149.999,74.3572,31.595,21.0203,15.849,10.8008,7.6168,6.20945,5.56094,5.36619
4159,-0.0026205019,0.1619974641,23.5228055556,-0.0240124,-0.2114082484,5.63211,5.82503,6.48957,7.93572,11.1927,16.3019,21.4652,31.7221,57.9793,149.411,74.8522,31.6206,21.0298,15.8556,10.805,7.61957,6.21163,5.56283,5.36797
4160,0.0037645364,0.1621807882,23.52275,-0.0237591,-0.2087439946,5.63071,5.82366,6.48814,7.93412,11.1908,16.2999,21.4636,31.7122,57.8854,149.009,75.22,31.633,21.0316,15.8577,10.8069,7.62119,6.21307,5.5642,5.36936
4161,-0.000808164,0.1622725021,23.5227222222,-0.0234557,-0.2096389547,5.62904,5.82191,6.48616,7.93165,11.1872,16.2944,21.456,31.689,57.7571,148.46,75.7255,31.6585,21.0394,15.8633,10.8106,7.62368,6.21506,5.56596,5.37103
4162,-0.0026630551,0.1624560337,23.5226666667,-0.0231322,-0.2125759364,5.62727,5.81999,6.48392,7.92874,11.1827,16.287,21.4451,31.6568,57.6039,147.828,76.3027,31.6924,21.0504,15.8708,10.8151,7.6266,6.2173,5.56788,5.37281
4163,0.0005221381,0.1624560337,23.5226666667,-0.0228439,-0.2099529356,5.62568,5.81842,6.48226,7.92686,11.1804,16.2844,21.4427,31.6419,57.5042,147.42,76.7355,31.7088,21.053,15.8735,10.8174,7.6285,6.21897,5.56945,5.37439
4164,0.0023414639,0.1624560337,23.5226666667,-0.0225757,-0.2069139674,5.6242,5.81697,6.48076,7.9252,11.1785,16.2825,21.4413,31.6287,57.4034,147.027,77.1539,31.7246,21.0545,15.8755,10.8194,7.63018,6.22049,5.5709,5.37587
4165,-0.0013384654,0.1625478514,23.5226388889,-0.0222673,-0.2088809315,5.62251,5.81517,6.47868,7.92254,11.1745,16.2761,21.4321,31.5978,57.2586,146.435,77.7635,31.759,21.0639,15.882,10.8235,7.63285,6.22258,5.57271,5.37757
4166,-0.00274404,0.1626397036,23.5226111111,-0.0219438,-0.2103287959,5.62073,5.81329,6.47653,7.91984,11.1704,16.2698,21.4233,31.5661,57.12,145.865,78.3975,31.7945,21.0729,15.8884,10.8275,7.63557,6.22473,5.57459,5.37935
4167,0.0014038472,0.1629154679,23.5225277778,-0.0216661,-0.2063811167,5.6192,5.81181,6.47503,7.91823,11.1687,16.2684,21.4229,31.5528,57.0237,145.506,78.858,31.8113,21.0734,15.8899,10.8293,7.63721,6.22624,5.57607,5.38087
4168,0.0022543543,0.1630074586,23.5225,-0.0213979,-0.2037105604,5.61772,5.81036,6.4735,7.91651,11.1667,16.2662,21.421,31.5343,56.9184,145.1,79.3674,31.8339,21.0754,15.8922,10.8314,7.63894,6.22778,5.57753,5.38235
4169,-0.0014307573,0.1630994839,23.5224722222,-0.0210895,-0.2065449826,5.61603,5.80853,6.47136,7.91374,11.1624,16.2591,21.4106,31.4975,56.7632,144.471,80.1207,31.8766,21.086,15.8994,10.8357,7.64173,6.22992,5.57936,5.38404
4170,-0.0014718118,0.1631915438,23.5224444444,-0.020781,-0.2082048413,5.61433,5.80673,6.4693,7.91112,11.1584,16.2529,21.4019,31.4618,56.6158,143.894,80.8559,31.9182,21.095,15.9057,10.8397,7.64437,6.23199,5.58116,5.38574
4171,0.0021839322,0.1632836383,23.5224166667,-0.0205129,-0.2058688924,5.61286,5.80527,6.46775,7.90936,11.1563,16.2505,21.3994,31.4389,56.5062,143.473,81.4611,31.9446,21.0974,15.9082,10.8419,7.64614,6.23355,5.58263,5.38721
4172,0.0003212368,0.1633757675,23.5223888889,-0.0202246,-0.2060871893,5.61127,5.80362,6.46591,7.90709,11.1531,16.2457,21.3923,31.4071,56.37,142.953,82.2065,31.9837,21.1045,15.9131,10.8452,7.64842,6.2354,5.58428,5.3888
4173,-0.0029297297,0.1634679314,23.5223611111,-0.019901,-0.2086420081,5.60949,5.80171,6.4637,7.90424,11.1487,16.2386,21.3799,31.3661,56.2126,142.337,83.1024,32.0324,21.1167,15.9203,10.8496,7.65129,6.23762,5.58619,5.39058
4174,-0.0001605736,0.163652363,23.5223055556,-0.0196082,-0.2064968542,5.60788,5.8001,6.46198,7.90226,11.1462,16.2356,21.3747,31.3402,56.0948,141.905,83.8272,32.0655,21.1223,15.9234,10.8521,7.65329,6.23935,5.5878,5.39219
4175,0.002053606,0.1638369333,23.52225,-0.01934,-0.2025766769,5.6064,5.79868,6.46053,7.90072,11.1446,16.2343,21.3707,31.3174,55.9888,141.545,84.5139,32.0929,21.126,15.9247,10.8538,7.65486,6.24081,5.58923,5.39366
4176,0.0006605396,0.1639292705,23.5222222222,-0.0190568,-0.2031433322,5.60485,5.79706,6.4587,7.89845,11.1413,16.2294,21.3604,31.2807,55.8493,141.009,85.4392,32.1381,21.1364,15.9298,10.8571,7.65714,6.24264,5.59086,5.39522
4177,-0.0030592016,0.1641140489,23.5221666667,-0.0187332,-0.2061284423,5.60307,5.79514,6.45646,7.89553,11.1367,16.2219,21.3451,31.2353,55.684,140.378,86.5824,32.1931,21.1522,15.9373,10.8617,7.66007,6.24489,5.59278,5.397
4178,0.0005814257,0.1642989661,23.5221111111,-0.01845,-0.2044204551,5.60151,5.79357,6.45477,7.89357,11.1342,16.2187,21.336,31.204,55.5601,139.931,87.524,32.2351,21.161,15.9406,10.8643,7.66205,6.24659,5.59435,5.39856
