,speedX,speedY,speedZ,trackPos,angle,rpm,gear,track0,track1,track2,track3,track4,track5,track6,track7,track8,track9,track10,track11,track12,track13,track14,track15,track16,track17,track18,setAcceleration,setGear,setSteer
3202,59.947,0.00602188,-0.000236994,-8.96454e-06,0.000363171,4327.64,2,5.00005,5.17693,5.77477,7.0737,10.0064,14.6338,19.3449,28.8535,138.092,96.1358,55.3031,28.7344,19.2922,14.6043,9.99362,7.06844,5.77224,5.17583,4.99996,0.1,2,0.000468110779503
3203,59.9246,0.00665359,-0.000677362,8.10623e-06,0.000381589,4343.09,2,4.99996,5.17687,5.77473,7.07371,10.0065,14.6342,19.3459,28.8561,137.608,95.7617,55.189,28.7319,19.2912,14.6038,9.99348,7.06843,5.77228,5.17589,5.00004,0.2,2,0.000480693718344
3204,59.9647,0.00568542,-0.000985398,1.57356e-05,0.000371814,4363.4,2,4.99992,5.17682,5.77465,7.07359,10.0063,14.6337,19.3451,28.8542,137.137,95.4007,55.0848,28.7337,19.292,14.6043,9.99372,7.06855,5.77235,5.17595,5.00008,0.3,2,0.000463390790402
3205,60.068,0.00467606,-0.000822482,-1.28746e-05,0.00035423,4388.27,2,5.00006,5.17694,5.77476,7.07366,10.0063,14.6335,19.3443,28.8522,136.668,95.0422,54.9802,28.7358,19.2928,14.6046,9.99374,7.06847,5.77225,5.17582,4.99994,0.2,2,0.00045921596439
3206,60.1219,0.00401688,-0.000430507,-1.66893e-05,0.000335217,4375.34,2,5.00008,5.17693,5.77472,7.07356,10.006,14.6327,19.343,28.8492,136.2,94.6846,54.8749,28.7387,19.2941,14.6053,9.99403,7.06858,5.77229,5.17583,4.99992,0.1,2,0.000437436369841
3207,60.113,0.00356026,2.29719e-05,2.6226e-05,0.00031656,4357.56,2,4.99987,5.17668,5.77441,7.07312,10.0052,14.6314,19.3409,28.8449,135.732,94.3276,54.769,28.743,19.2962,14.6067,9.99478,7.06902,5.7726,5.17608,5.00013,2.77555756156e-17,2,0.000386360800511
3208,60.0418,0.00414391,0.000165157,-5.72205e-06,0.000322819,4335.04,2,5.00003,5.17686,5.77461,7.07339,10.0057,14.6321,19.3419,28.8468,135.25,93.9573,54.6477,28.7411,19.2952,14.606,9.99435,7.06875,5.77239,5.1759,4.99997,0.0,2,0.00041466877303
3209,59.964,0.00604591,-0.000301426,-1.07765e-05,0.000358403,4328.83,2,5.00005,5.17693,5.77476,7.07368,10.0063,14.6336,19.3446,28.8528,134.756,93.5746,54.5134,28.7351,19.2925,14.6045,9.99369,7.06846,5.77225,5.17583,4.99995,0.1,2,0.000463193501893
3210,59.9416,0.00666046,-0.000773147,1.56403e-05,0.000377178,4344.32,2,4.99992,5.17682,5.77467,7.07363,10.0064,14.634,19.3454,28.8551,134.271,93.2008,54.386,28.7328,19.2917,14.6041,9.99363,7.06851,5.77234,5.17594,5.00008,0.2,2,0.000470281118618
3211,59.9817,0.00566483,-0.0010472,4.19617e-05,0.00036788,4364.62,2,4.99979,5.17667,5.77449,7.07337,10.006,14.6332,19.3443,28.8528,133.799,92.84,54.2685,28.7351,19.2928,14.6049,9.99405,7.06876,5.77252,5.17609,5.00021,0.3,2,0.000441685807705
3212,60.085,0.00458679,-0.000934682,5.53131e-06,0.000350952,4389.49,2,4.99997,5.17684,5.77464,7.07351,10.006,14.6331,19.3437,28.8511,133.328,92.4806,54.1494,28.7368,19.2934,14.605,9.99398,7.06863,5.77237,5.17592,5.00003,0.2,2,0.000443324715622
3213,60.1389,0.00391731,-0.000549335,3.91006e-05,0.000332654,4376.56,2,4.9998,5.17664,5.77439,7.07314,10.0054,14.6318,19.3418,28.8472,132.858,92.1232,54.0318,28.7408,19.2953,14.6062,9.99463,7.06899,5.77262,5.17612,5.0002,0.1,2,0.000398656095381
3214,60.1299,0.00337143,-0.000165618,8.2016e-05,0.00031513,4358.78,2,4.99959,5.17639,5.77408,7.07272,10.0046,14.6305,19.3397,28.843,132.388,91.7654,53.9121,28.7448,19.2974,14.6076,9.99536,7.06942,5.77293,5.17637,5.00041,2.77555756156e-17,2,0.000349023043094
3215,60.0587,0.00392761,-0.000132843,6.88553e-05,0.000323117,4336.23,2,4.99966,5.17647,5.77418,7.07287,10.0049,14.631,19.3405,28.8447,131.905,91.395,53.7785,28.7432,19.2966,14.6071,9.9951,7.06927,5.77282,5.17629,5.00034,0.0,2,0.000367570773035
3216,59.9808,0.00578842,-0.000436396,4.02451e-05,0.000360787,4330.06,2,4.9998,5.17667,5.77447,7.07334,10.0059,14.6329,19.3438,28.8517,131.408,91.0109,53.6315,28.7362,19.2933,14.6051,9.99416,7.0688,5.77253,5.17609,5.0002,0.1,2,0.000433747539464
3217,59.9583,0.0064579,-0.00102894,6.66618e-05,0.00038147,4345.53,2,4.99967,5.17657,5.77439,7.0733,10.0059,14.6334,19.3448,28.8544,130.921,90.6364,53.4918,28.7336,19.2923,14.6047,9.99406,7.06884,5.77262,5.1762,5.00033,0.2,2,0.000443264561407
3218,59.9984,0.00547943,-0.00138384,9.29832e-05,0.000373542,4365.85,2,4.99954,5.17642,5.77421,7.07305,10.0055,14.6327,19.3437,28.8523,130.446,90.2748,53.3616,28.7357,19.2934,14.6054,9.99446,7.06908,5.77279,5.17634,5.00047,0.3,2,0.000416413589034
3219,60.1017,0.00441513,-0.00126479,5.57899e-05,0.000357807,4390.73,2,4.99972,5.17659,5.77437,7.0732,10.0056,14.6326,19.3433,28.8508,129.973,89.9147,53.2304,28.7371,19.2938,14.6055,9.99436,7.06893,5.77263,5.17617,5.00028,0.2,2,0.000420057155735
3220,60.1556,0.00375595,-0.000908737,8.29697e-05,0.000340521,4377.78,2,4.99959,5.17642,5.77416,7.07289,10.0051,14.6315,19.3415,28.8472,129.501,89.5563,53.1002,28.7407,19.2956,14.6066,9.99494,7.06925,5.77285,5.17634,5.00042,0.1,2,0.000380744730697
3221,60.1466,0.00323067,-0.000555673,5.53131e-05,0.000323951,4359.98,2,4.99972,5.17654,5.77426,7.07297,10.0051,14.6312,19.3408,28.8453,129.027,89.1955,52.966,28.7426,19.2963,14.6068,9.99495,7.06917,5.77274,5.17622,5.00028,2.77555756156e-17,2,0.000377253889111
3222,60.0753,0.00398941,-0.000441022,7.01904e-05,0.000331879,4337.45,2,4.99965,5.17648,5.7742,7.07292,10.005,14.6313,19.3411,28.8461,128.544,88.8258,52.823,28.7418,19.296,14.6067,9.99496,7.06922,5.7728,5.17628,5.00035,0.0,2,0.000377876949012
3223,59.9975,0.00585709,-0.000861206,2.59399e-05,0.000369012,4331.23,2,4.99987,5.17676,5.77458,7.07349,10.0061,14.6335,19.3447,28.8535,128.045,88.4422,52.666,28.7345,19.2924,14.6046,9.99387,7.06864,5.77242,5.176,5.00013,0.1,2,0.000453326911961
